"CENTRAL POLLUTION CONTROL BOARD","","","","","","","",""
"CONTINUOUS AMBIENT AIR QUALITY","","","","","","","",""
"Date: Friday, Mar 03 2023","","","","","","","",""
"Time: 12:07:17 PM","","","","","","","",""
"State","Maharashtra","","","","","","",""
"City","Mumbai","","","","","","",""
"Station","Sion, Mumbai - MPCB","","","","","","",""
"Parameter","PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,BP,Xylene,AT,TOT-RF,RF","","","","","","",""
"AvgPeriod","24 Hours","","","","","","",""
"From","03-03-2020T00:00:00Z 00:00","","","","","","",""
"To","03-03-2023T11:52:59Z 00:00","","","","","","",""
"","","","","","","","",""
"Sion, Mumbai - MPCB","","","","","","","",""
"Prescribed Standards"," ","0-60","0-100","0-80","0-80","0-80","",""
"Exceeding Standards"," ","NA","NA","NA","NA","NA","",""
"Remarks","","","","","","","",""
"From Date","To Date","PM2.5","PM10","NO","NO2","NOx","",""
"03-03-2020 00:00","04-03-2020 00:00","56.58","160.78","26.16","41.64","67.81","",""
"04-03-2020 00:00","05-03-2020 00:00","48.89","154.32","27.09","37.59","64.68","",""
"05-03-2020 00:00","06-03-2020 00:00","43.04","138.63","18.86","34","52.86","",""
"06-03-2020 00:00","07-03-2020 00:00","32.35","126.6","17.09","26.89","43.97","",""
"07-03-2020 00:00","08-03-2020 00:00","39.18","166.96","21.97","37.01","58.98","",""
"08-03-2020 00:00","09-03-2020 00:00","39.49","184.72","51.3","40.48","91.77","",""
"09-03-2020 00:00","10-03-2020 00:00","40.99","196.09","57.38","46.52","103.88","",""
"10-03-2020 00:00","11-03-2020 00:00","38.59","158.04","37.91","22.76","60.67","",""
"11-03-2020 00:00","12-03-2020 00:00","20.75","89.51","15.68","32.19","47.87","",""
"12-03-2020 00:00","13-03-2020 00:00","21.83","106.11","30.92","33.51","64.43","",""
"13-03-2020 00:00","14-03-2020 00:00","30.45","139.5","13.66","51.17","64.83","",""
"14-03-2020 00:00","15-03-2020 00:00","35.92","179.88","25.02","58.83","83.85","",""
"15-03-2020 00:00","16-03-2020 00:00","54.29","263.83","114.73","45.85","156.9","",""
"16-03-2020 00:00","17-03-2020 00:00","73.11","315.69","78.93","70.69","152.86","",""
"17-03-2020 00:00","18-03-2020 00:00","90.17","281.72","47.45","68.5","125.04","",""
"18-03-2020 00:00","19-03-2020 00:00","60.32","237.94","115.75","49.06","163.66","",""
"19-03-2020 00:00","20-03-2020 00:00","33.28","145.43","59.67","42.16","101.82","",""
"20-03-2020 00:00","21-03-2020 00:00","26.72","116.31","57.22","24.23","81.18","",""
"21-03-2020 00:00","22-03-2020 00:00","22.19","99.31","33.2","21.47","54.67","",""
"22-03-2020 00:00","23-03-2020 00:00","17.15","68.19","3.09","11.51","14.6","",""
"23-03-2020 00:00","24-03-2020 00:00","21.31","85.33","3.22","14.82","18.05","",""
"24-03-2020 00:00","25-03-2020 00:00","32.49","125.44","9.74","16.79","26.54","",""
"25-03-2020 00:00","26-03-2020 00:00","25.91","94.67","2.92","14.83","17.75","",""
"26-03-2020 00:00","27-03-2020 00:00","21.86","75.9","3.28","14.97","18.25","",""
"27-03-2020 00:00","28-03-2020 00:00","22.91","86.16","1.8","11.54","13.34","",""
"28-03-2020 00:00","29-03-2020 00:00","26.9","93.63","8.15","18.89","27.03","",""
"29-03-2020 00:00","30-03-2020 00:00","24.71","87.36","1.37","13.19","14.56","",""
"30-03-2020 00:00","31-03-2020 00:00","23.11","81.63","2.56","16.1","18.66","",""
"31-03-2020 00:00","01-04-2020 00:00","23.68","85.1","6.03","14.9","20.93","",""
"01-04-2020 00:00","02-04-2020 00:00","22.06","80.19","5.16","13.96","19.12","",""
"02-04-2020 00:00","03-04-2020 00:00","25.77","97.96","1.8","12.21","14.01","",""
"03-04-2020 00:00","04-04-2020 00:00","25.94","96.89","2.21","10.56","12.78","",""
"04-04-2020 00:00","05-04-2020 00:00","26.63","91.52","5.29","11.78","17.07","",""
"05-04-2020 00:00","06-04-2020 00:00","32.29","88.35","6.06","13.23","19.29","",""
"06-04-2020 00:00","07-04-2020 00:00","22.19","68.66","1.73","8.11","9.84","",""
"07-04-2020 00:00","08-04-2020 00:00","32.94","103.03","12.89","11.31","24.2","",""
"08-04-2020 00:00","09-04-2020 00:00","36.36","121.34","11.87","11.57","23.32","",""
"09-04-2020 00:00","10-04-2020 00:00","37.75","118.65","15.7","8.69","24.2","",""
"10-04-2020 00:00","11-04-2020 00:00","33.78","95.23","2.74","7.93","10.67","",""
"11-04-2020 00:00","12-04-2020 00:00","38.5","98.73","2.66","9.94","12.6","",""
"12-04-2020 00:00","13-04-2020 00:00","34.77","85.23","3.75","12.65","16.4","",""
"13-04-2020 00:00","14-04-2020 00:00","32.25","82.4","5.26","13.84","19.1","",""
"14-04-2020 00:00","15-04-2020 00:00","32.04","82.19","4.37","12.93","17.3","",""
"15-04-2020 00:00","16-04-2020 00:00","35.42","84.82","16.44","13.79","30.23","",""
"16-04-2020 00:00","17-04-2020 00:00","25.66","62.58","3.35","12.14","15.49","",""
